produto-id;id-acabamento;id-cor;id-fabricante;produto-imagem;produto-marca;produto-nome;produto-nome-resumido
89705644;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_algas_profundas_18l_89705644_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Algas Profundas 18L Coral;Tinta Acrílica Fosca Total S&C Premium Algas...
87106180;1;15;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_kem_tone_branco_3.6l_sherwin_williams_87106180_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Kem Tone Econômica Branco 3.6L Sherwin Williams;Tinta Acrílica Fosco Kem Tone Branco 3.6L Sh...
86511586;1;19;2;https://cdn.leroymerlin.com.br/products/tinta_latex_fosco_a_classica_amarela_canario_18l_suvinil_86511586_0001_600x600.jpg;Suvinil;Tinta Látex Fosco a Clássica Maxx Premium Amarela Canário 18L Suvinil;Tinta Látex Fosco a Clássica Amarela Canário...
86894290;1;20;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_areia_3.6l__86894290_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimento Standard Areia 3.6L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
87106740;1;8;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_kem_tone_marfim_3.6l_sherwin_williams_87106740_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Kem Tone Econômica Marfim 3.6L Sherwin Williams;Tinta Acrílica Fosco Kem Tone Marfim 3.6L Sh...
87949162;1;3;2;https://cdn.leroymerlin.com.br/products/tinta_latex_fosco_a_classica_maxx_tangerina_3.6l_suvinil_87949162_0001_600x600.jpg;Suvinil;Tinta Látex Fosco a Clássica Maxx Premium Tangerina 3.6L Suvinil;Tinta Látex Fosco a Clássica Maxx Tangerina...
87949722;1;5;2;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_completo_premium_uva_verde_3.6l_suvinil_87949722_0001_600x600.jpg;Suvinil;Tinta Acrílica Fosco Completo Premium Uva Verde 3.6L Suvinil;Tinta Acrílica Fosco Completo Premium Uva Ve...
89705756;1;21;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_bronze_lenda_3.6l_coral_89705756_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Bronze Lenda 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Bronz...
88543693;1;3;1;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_diatex_pinta_mais_3_6l_cromo_88543693_0001_600x600.jpg;Iquine;Tinta Látex Fosco Diatex Pinta Mais Econômica Cromo 3.6L Iquine;Tinta Látex Fosco Diatex Pinta Mais Cromo 3....
87088064;3;8;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_semibrilho_metalatex_brilho_marfim_18l__87088064_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho Perfeito Premium Marfim 18L Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho M...
89705812;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_escrita_antiga_3.6l_89705812_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Escrita Antiga 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Escri...
88568872;1;21;6;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_decora_paredes_bronze_0.5_l_elegance_88568872_0001_600x600.jpg;Ibratin;Tinta Acrílica Fosco Decora Paredes Premium Bronze 0.5 L Elegance;Tinta Acrílica Fosco Decora Paredes Bronze 0...
89732846;2;17;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinada_seda_premium_rupestre_18l_89732846_0001_600x600.jpg;Coral;Tinta Acrílica Acetinada Acabamento de Seda Premium Rupestre 18L Coral;Tinta Acrílica Acetinada Seda Premium Rupest...
86378936;1;14;2;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_completo_premium_mel_18l_suvinil_86378936_0001_600x600.jpg;Suvinil;Tinta Acrílica Fosco Completo Premium Mel 18L Suvinil;Tinta Acrílica Fosco Completo Premium Mel 18...
88568655;1;3;6;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_decora_paredes_pistache_2.5l_elegance_88568655_0001_600x600.jpg;Ibratin;Tinta Acrílica Fosco Decora Paredes Premium Pistache 2.5L Elegance;Tinta Acrílica Fosco Decora Paredes Pistache...
88541453;1;8;1;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_diacryl_tripla_acao_3_6l_marfim_88541453_0001_600x600.jpg;Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Standard Marfim 3.6L Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Mar...
88548341;1;11;1;https://cdn.leroymerlin.com.br/products/acrilico_fosco_diacryl_18l_palha_88548341_0001.jpg_600x600.jpg;Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Standard Palha 18L Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Pal...
89705651;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_algas_profundas_3.6l_coral_89705651_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Algas Profundas 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Algas...
87296741;3;11;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_semibrilho_metalatex_brilho_palha_3.6l__87296741_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho Perfeito Premium Palha 3.6L Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho P...
86881711;1;8;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_marfim_18l__86881711_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimentoe Standard Marfim 18L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
89058081;1;15;2;https://cdn.leroymerlin.com.br/products/tinta_acrilica_premium_fosco_protecao_total_branco_3.6l_suvinil_89058081_0001_600x600.jpg;Suvinil;Tinta Acrílica Fosco Proteção Total Premium Branco 3.6L Suvinil;Tinta Acrílica Fosco Proteção Total Branco 3...
89705833;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_mergulho_sereno_3.6l_coral_89705833_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Mergulho Sereno 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Mergu...
88548292;1;15;1;https://cdn.leroymerlin.com.br/products/acrilico_fosco_diacryl_18l_branco_neve_88548292_0001.jpg_600x600.jpg;Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Standard Branco Neve 18L Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Bra...
89705693;1;20;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_areia_3.6l_coral_89705693_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Areia 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Areia...
90372723;1;22;2;https://cdn.leroymerlin.com.br/products/acrilica_fosco_premium_fosco_completo_terra_roxa_18l_90372723_0001_600x600.jpg;Suvinil;Tinta Acrílica Premium Fosco Completo Terra Roxa 18L;Acrilica Fosco Premium Fosco Completo Terra...
87243051;1;13;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_erva_doce_18l__87243051_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimento Standard Erva Doce 18L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
85179143;3;15;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_anti_mofo_semibrilho_metalatex_bacterkill_branco_0.90_l_sherwin_williams_85179143_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Bactercryl Premium Branco 0.9L Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Bactercr...
87254601;2;1;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinado_requinte_superlavavel_perola_3.6l__87254601_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Acetinado Metalatex Requinte Superlavável Premium Pérola 3.6L Sherwin Williams;Tinta Acrílica Acetinado Requinte Superlaváv...
86894255;1;1;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_perola_3.6l__86894255_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimento Standard Pérola 3.6L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
88541446;1;11;1;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_diacryl_tripla_acao_3_6l_palha_88541446_0001_600x600.jpg;Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Standard Palha 3.6L Iquine;Tinta Acrílica Fosco Diacryl Tripla Ação Pal...
87106250;1;6;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_kem_tone_economica_branco_gelo_3.6l_87106250_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Kem Tone Econômica Econômica Branco Gelo 3.6L Sherwin Williams;Tinta Acrílica Fosco Kem Tone Econômica Bran...
88543623;1;8;1;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_diatex_pinta_mais_3_6l_marfim_88543623_0001_600x600.jpg;Iquine;Tinta Látex Fosco Diatex Pinta Mais Econômica Marfim 3.6L Iquine;Tinta Látex Fosco Diatex Pinta Mais Marfim 3...
89706043;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_premium_impermeabilizante_fosco_protecao_sol_e_chuva_escrita_antiga_18l_coral_89706043_0001_600x600.jpg;Coral;Tinta Acrílica Premium Impermeabilizante Fosco Proteção Sol & Chuva Escrita Antiga 18L Coral;Tinta Acrílica Premium Impermeabilizante Fos...
85430982;1;1;2;https://cdn.leroymerlin.com.br/products/tinta_latex_fosco_a_classica_maxx_premium_perola_18l_suvinil_85430982_0001_600x600.jpg;Suvinil;Tinta Látex Fosco a Clássica Maxx Premium Pérola 18L Suvinil;Tinta Látex Fosco a Clássica Maxx Premium Pé...
85184820;3;6;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_semibrilho_metalatex_brilho_branco_gelo_18l__85184820_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho Perfeito Premium Branco Gelo 18L Sherwin Williams;Tinta Acrílica Semibrilho Metalatex Brilho B...
86881816;1;2;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_camurca_18l__86881816_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimentoe Standard Camurça 18L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
90570431;1;15;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_renova_branco_3.2l_90570431_0001_600x600.jpg;Coral;Tinta Acrílica Premium Renova Fosco Branco 3.2L Coral;Tinta Acrílica Fosco Renova Branco 3.2L
90570424;1;15;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_renova_branco_0.8l_90570424_0001_600x600.jpg;Coral;Tinta Acrílica Premium Renova Fosco Branco 0.8L Coral;Tinta Acrílica Fosco Renova Branco 0.8L
90372765;1;9;2;https://cdn.leroymerlin.com.br/products/acrilica_fosco_premium_fosco_completo_estrada_da_terra_3.6l_90372765_0001_600x600.jpg;Suvinil;Tinta Acrílica Premium Fosco Completo Estrada de Terrra 3.6L;Acrilica Fosco Premium Fosco Completo Estrad...
87085621;1;1;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_metalatex_perola_3.6l_sherwin_williams_87085621_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Perfeito Metalatex Premium Pérola 3.6L Sherwin Williams;Tinta Acrílica Fosco Metalatex Pérola 3.6L S...
89705826;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_mergulho_sereno_18l_89705826_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Mergulho Sereno 18L Coral;Tinta Acrílica Fosca Total S&C Premium Mergu...
87224333;2;19;4;https://cdn.leroymerlin.com.br/products/tinta_para_litoral_acetinado_metalatex_amarelo_garopaba_3_60_l_sherwin_williams_87224333_0001.jpg_600x600.jpg;Sherwin Williams;Tinta para Litoral Acetinado Premium Amarelo Garopaba 3.6L Sherwin Williams;Tinta para Litoral Acetinado Premium Amarelo...
88568662;1;5;6;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_verde_amazonas_2.5l_88568662_1894_600x600.jpeg;Ibratin;Tinta Acrílica Fosco Decora Paredes Premium Verde Amazonas 2.5L Elegance;Tinta Acrílica Fosco Verde Amazonas 2.5L
89705994;1;20;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_premium_impermeabilizante_fosco_protecao_sol_e_chuva_areia_3.6l_coral_89705994_0001_600x600.jpg;Coral;Tinta Acrílica Premium Impermeabilizante Fosco Proteção Sol & Chuva Areia 3.6L Coral;Tinta Acrílica Premium Impermeabilizante Fos...
87660440;1;15;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_protecao_sol_e_chuva_branco_18l_coral_87660440_937c_600x600.jpeg;Coral;Tinta Acrílica Fosco Proteção Sol & Chuva Premium Branco 18L Coral;Tinta Acrílica Fosco Proteção Sol & Chuva Br...
87107853;2;4;4;https://cdn.leroymerlin.com.br/products/tinta_para_litoral_acetinado__metalatex_laranja_sauipe_18_l_sherwin_williams_87107853_0001.jpg_600x600.jpg;Sherwin Williams;Tinta para Litoral Acetinado Metalatex Laranja Sauipe 18L Sherwin Williams;Tinta para Litoral Acetinado Metalatex Laran...
87085320;1;1;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_metalatex_perola_18l_sherwin_williams_87085320_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Perfeito Metalatex Premium Pérola 18L Sherwin Williams;Tinta Acrílica Fosco Metalatex Pérola 18L Sh...
87949414;1;3;2;https://cdn.leroymerlin.com.br/products/tinta_latex_fosco_a_classica_maxx_tangerina_18l_suvinil_87949414_0001_600x600.jpg;Suvinil;Tinta Látex Fosco a Clássica Maxx Premium Tangerina 18L Suvinil;Tinta Látex Fosco a Clássica Maxx Tangerina...
90319180;1;9;2;https://cdn.leroymerlin.com.br/products/suv_prot_total_fo_estrada_de_terra_3.6l_90319180_0001_600x600.jpg;Suvinil;Tinta Proteção Total Fosco Estrada de Terra 3.6L Suvinil;Proteção Total Fosco Estrada de Terra 3.6L
89705805;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_escrita_antiga_18l_coral_89705805_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Escrita Antiga 18L Coral;Tinta Acrílica Fosca Total S&C Premium Escri...
89705945;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_protecao_sol_e_chuva_algas_profundas_18l_coral_89705945_0001_600x600.jpg;Coral;Tinta Acrílica Premium Impermeabilizante Fosco Proteção Sol & Chuva Algas Profundas 18L Coral;Tinta Acrílica Proteção Sol & Chuva Algas Pr...
87653055;1;15;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_branco_20l__87653055_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimento Standard Branco 20L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
90396012;3;23;5;https://cdn.leroymerlin.com.br/products/tinta_acrilica_semibrilho_premium_cinza_chumbo_18l__90396012_0001_600x600.jpg;Luxens;Tinta Acrílica Semibrilho Premium Cinza Chumbo 18L Luxens;Tinta Acrílica Semibrilho Premium Cinza Chum...
89705616;1;6;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_gelo_3.6l_coral_89705616_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Gelo 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Gelo...
89705882;1;3;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_pote_argila_18l_coral_89705882_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Pote Argila 18L Coral;Tinta Acrílica Fosca Total S&C Premium Pote...
89732825;2;17;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinada_seda_premium_rupestre_3.6l_89732825_0001_600x600.jpg;Coral;Tinta Acrílica Acetinada Acabamento de Seda Premium Rupestre 3.6L Coral;Tinta Acrílica Acetinada Seda Premium Rupest...
89339222;2;15;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinado_metalatex_elastic_branco_3.6l_sherwin_williams_89339222_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Acetinado Metalatex Elastic Premium Branco 3.6L Sherwin Williams;Tinta Acrílica Acetinado Metalatex Elastic B...
87106236;1;1;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_kem_tone_perola_3.6l_sherwin_williams_87106236_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Kem Tone Econômica Pérola 3.6L Sherwin Williams;Tinta Acrílica Fosco Kem Tone Pérola 3.6L Sh...
89336996;2;15;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinado_metalatex_elastic_branco_18l_sherwin_williams_89336996_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Acetinado Metalatex Elastic Premium Branco 18L Sherwin Williams;Tinta Acrílica Acetinado Metalatex Elastic B...
88054330;2;15;4;https://cdn.leroymerlin.com.br/products/metalatex_acrilica_requinte_acetinado_20l_branco_88054330_1dc0_600x600.jpg;Sherwin Williams;Tinta Acrílica Acetinado Metalatex Requinte Superlavável Premium Branco 20L Sherwin Williams;Tinta Acrílica Acetinado Requinte Superlaváv...
85052464;1;6;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_novacor_parede_standard_gelo_3.6l__85052464_0001_600x600.jpg;Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Mais Rendimento Standard Gelo 3.6L Sherwin Williams;Tinta Acrílica Fosco Novacor Parede Standard...
87247531;1;3;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_metalatex_premium_bianco_sereno_3.6l__87247531_dce2_600x600.jpeg;Sherwin Williams;Tinta Acrílica Fosco Perfeito Metalatex Premium Bianco Sereno 3.6L Sherwin Williams;Tinta Acrílica Fosco Metalatex Premium Bianc...
89732951;2;6;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_acetinada_acabamento_de_seda_premium_gelo_18l_89732951_0001_600x600.jpg;Coral;Tinta Acrílica Acetinada Acabamento de Seda Premium Gelo 18L Coral;Tinta Acrílica Acetinada Acabamento de Seda...
89058046;1;15;2;https://cdn.leroymerlin.com.br/products/tinta_acrilica_premium_fosco_protecao_total_branco_18l_suvinil_89058046_0001_600x600.jpg;Suvinil;Tinta Acrílica Fosco Proteção Total Premium Branco 18L Suvinil;Tinta Acrílica Fosco Proteção Total Branco 1...
87085411;1;16;4;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosco_metalatex_premium_terracota_3.6l__87085411_8af3_600x600.jpeg;Sherwin Williams;Tinta Acrílica Fosco Perfeito Metalatex Premium Terracota 3.6L Sherwin Williams;Tinta Acrílica Fosco Metalatex Premium Terra...
89749765;1;18;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_premium_decora_cascalho_3.6l_coral_89749765_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Premium Decora Cascalho 3.6L Coral;Tinta Acrílica Fosca Premium Decora Cascalho...
87109176;2;5;4;https://cdn.leroymerlin.com.br/products/tinta_para_litoral_acetinado__metalatex_verde_itacare_3_60_l_sherwin_williams_87109176_0001.jpg_600x600.jpg;Sherwin Williams;Tinta para Litoral Acetinado Metalatex Verde Itacaré 3.6L Sherwin Williams;Tinta para Litoral Acetinado Metalatex Verde...
89705672;1;24;3;https://cdn.leroymerlin.com.br/products/tinta_acrilica_fosca_total_sec_premium_algodao_egipcio_3.6l_coral_89705672_0001_600x600.jpg;Coral;Tinta Acrílica Fosca Total S&C Premium Algodão Egípcio 3.6L Coral;Tinta Acrílica Fosca Total S&C Premium Algod...
