id;loja-id;produto-id;produto-link;produto-preco
138;1;87253691;https://www.leroymerlin.com.br/tinta-acrilica-acetinado-metalatex-requinte-superlavavel-premium-bianco-sereno-18l-sherwin-williams_87253691;358
139;1;89705854;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-pacoca-doce-3.6l-coral_89705854;110
140;1;89705770;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-cogumelo-japones-3.6l-coral_89705770;104
141;1;88207623;https://www.leroymerlin.com.br/tinta-acrilica-acetinado-familia-protegida-branco-18l-suvinil_88207623;478
142;1;88543651;https://www.leroymerlin.com.br/tinta-latex-fosco-diatex-pinta-mais-economica-camarao-3.6l-iquine_88543651;47
143;1;90570536;https://www.leroymerlin.com.br/tinta-acrilica-premium-renova-fosco-branco-18l-coral_90570536;299
144;1;85430513;https://www.leroymerlin.com.br/tinta-latex-fosco-a-classica-maxx-premium-marfim-3.6l-suvinil_85430513;110
145;1;86881683;https://www.leroymerlin.com.br/tinta-acrilica-fosco-novacor-parede-mais-rendimentoe-standard-amarelo-canario-18l-sherwin-williams_86881683;219
146;1;89705602;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-gelo-18l-coral_89705602;389
147;1;87296783;https://www.leroymerlin.com.br/tinta-acrilica-semibrilho-metalatex-brilho-perfeito-premium-bianco-sereno-3.6l-sherwin-williams_87296783;110
148;1;87088386;https://www.leroymerlin.com.br/tinta-acrilica-semibrilho-metalatex-brilho-perfeito-premium--areia-3.6l-sherwin-williams_87088386;122
149;1;87296762;https://www.leroymerlin.com.br/tinta-acrilica-semibrilho-metalatex-brilho-perfeito-premium-erva-doce-3.6l-sherwin-williams_87296762;110
150;1;90372730;https://www.leroymerlin.com.br/tinta-acrilica-premium-fosco-completo-cashmere-18l_90372730;394
151;1;89669650;https://www.leroymerlin.com.br/tinta-acrilica-semi-brilho-premium-decora-gelo-18l-coral_89669650;449
152;1;87088022;https://www.leroymerlin.com.br/tinta-acrilica-semibrilho-metalatex-brilho-perfeito-premium-palha-18l-sherwin-williams_87088022;435
153;1;90372772;https://www.leroymerlin.com.br/tinta-acrilica-premium-fosco-completo-terra-roxa-3.6l_90372772;164
154;1;88568480;https://www.leroymerlin.com.br/tinta-acrilica-fosco-decora-paredes-premium-mel-2.5l-elegance_88568480;52
155;1;89705735;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-barco-a-remo-3.6l-coral_89705735;104
156;1;89705721;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-barco-a-remo-18l-coral_89705721;389
157;1;87247412;https://www.leroymerlin.com.br/tinta-acrilica-fosco-perfeito-metalatex-premium-erva-doce-18l-sherwin-williams_87247412;329
158;1;85185814;https://www.leroymerlin.com.br/tinta-acrilica-fosco-perfeito-metalatex-premium-branco-gelo-3.6l-sherwin-williams_85185814;92
159;1;89705665;https://www.leroymerlin.com.br/tinta-acrilica-fosca-total-sec-premium-algodao-egipcio-18l-coral_89705665;389
160;1;86378460;https://www.leroymerlin.com.br/tinta-acrilica-fosco-completo-premium-mel-3.6l-suvinil_86378460;130
161;1;87085691;https://www.leroymerlin.com.br/tinta-acrilica-fosco-perfeito-metalatex-premium-areia-3.6l-sherwin-williams_87085691;82
162;2;88543644;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;45
163;2;85430422;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;120
164;2;89705952;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;119
165;2;87247503;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;91
166;2;87465805;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;77
167;2;88548320;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;157
168;2;87465924;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;238
169;2;85794562;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;152
170;2;85186325;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;349
171;2;89705875;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;117
172;2;88548355;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;161
173;2;90372716;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;376
174;2;88543686;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;50
175;2;85184253;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;119
176;2;86881676;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;259
177;2;87738595;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;118
178;2;89732944;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;134
179;2;90395746;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;92
180;2;90372702;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;377
